time,heading,speedDelta
25599,-28.797887,-100
25619,-30.807767,-100
25639,-32.827713,-100
25659,-34.865130,-100
25679,-36.894120,-100
25699,-38.915091,100
25719,-40.945815,100
25739,-42.950857,100
25759,-44.932926,100
25779,-46.844218,100
25799,-48.734474,100
25819,-50.576520,100
25839,-52.385620,100
25859,-54.132356,100
25879,-55.736165,100
25899,-57.143653,100
25919,-58.339126,100
25939,-59.305883,100
25959,-60.096820,100
25979,-60.689503,100
25999,-61.093603,100
26019,-61.298195,100
26039,-61.320746,100
26059,-61.351336,100
26079,-61.366553,100
26099,-61.309026,100
26119,-61.236890,100
26139,-61.187873,100
26159,-61.073509,100
26179,-60.600013,100
26199,-59.808313,100
26219,-58.719524,100
26239,-57.263956,100
26259,-55.503450,100
26279,-53.534758,100
26299,-51.618750,100
26319,-49.680754,100
26339,-47.618335,100
26359,-45.564650,100
26379,-43.505019,100
26399,-41.496057,100
26419,-39.465960,100
26439,-37.489632,100
26459,-35.481515,100
26479,-33.506783,100
26499,-31.546615,100
26519,-29.620953,100
26539,-27.682517,100
26559,-25.741993,100
26579,-23.792192,100
26599,-21.877199,100
26619,-19.937166,100
26639,-18.006175,100
26659,-16.023439,100
26679,-14.064897,100
26699,-12.073869,100
26719,-10.110531,100
26739,-8.111690,100
26759,-6.159772,100
26779,-4.180574,100
26799,-2.227714,100
26819,-0.260264,100
26839,1.688416,100
26859,3.657027,100
26879,5.617373,100
26899,7.596420,100
26919,9.567449,100
26939,11.539611,100
26959,13.512552,100
26979,15.494428,100
26999,17.470196,100
27019,19.476141,100
27039,21.481347,100
27059,23.471420,100
27079,25.446451,100
27099,27.430088,100
27119,29.398684,100
27139,31.371543,100
27159,33.326539,100
27179,35.312498,100
27199,37.309084,100
27219,39.288113,100
27239,41.270210,100
27259,43.255354,100
27279,45.245053,100
27299,47.232080,100
27319,49.233699,100
27339,51.236997,100
27359,53.257466,-100
27379,55.268254,-100
27399,57.262242,-100
27419,59.225174,-100
27439,61.166633,-100
27459,63.117573,-100
27479,65.048060,-100
27499,66.907290,-100
27519,68.687797,-100
27539,70.335294,-100
27559,71.824234,-100
27579,73.119204,-100
27599,74.217231,-100
27619,75.145127,-100
27639,75.870854,-100
27659,76.411387,-100
27679,76.802921,-100
27699,76.991243,-100
27719,76.884883,-100
27739,76.865965,-100
27759,76.819139,-100
27779,76.815069,-100
27799,76.798880,-100
27819,76.684240,-100
27839,76.463916,-100
27859,75.984576,-100
27879,74.792162,-100
27899,72.999464,-100
27919,70.986854,-100
27939,68.975920,-100
27959,66.955462,-100
27979,64.932356,-100
27999,62.893188,-100
28019,60.882886,-100
28039,58.850561,-100
28059,56.839666,-100
28079,54.817294,-100
28099,52.832588,-100
28119,50.828395,-100
28139,48.860490,-100
28159,46.825956,-100
28179,44.811413,-100
28199,42.775572,-100
28219,40.775115,-100
28239,38.722592,-100
28259,36.705959,-100
28279,34.659539,-100
28299,32.648598,-100
28319,30.616439,-100
28339,28.630016,-100
28359,26.642784,-100
28379,24.677781,-100
28399,22.700346,-100
28419,20.734890,-100
28439,18.748002,-100
28459,16.772752,-100
28479,14.808677,-100
28499,12.826884,-100
28519,10.852276,-100
28539,8.834091,-100
28559,6.811481,-100
28579,4.753914,-100
28599,2.751549,-100
28619,0.757693,-100
28639,-1.236940,-100
28659,-3.247011,-100
28679,-5.242819,-100
28699,-7.259528,-100
28719,-9.269803,-100
28739,-11.292304,-100
28759,-13.294287,-100
28779,-15.295286,-100
28799,-17.312187,-100
28819,-19.339387,-100
28839,-21.359156,-100
28859,-23.341686,-100
28879,-25.334040,-100
28899,-27.331636,-100
28919,-29.343046,-100
28939,-31.368442,-100
28959,-33.392857,-100
28979,-35.433511,-100
28999,-37.466012,100
29019,-39.499318,100
29039,-41.498063,100
29059,-43.424985,100
29079,-45.312794,100
29099,-47.196901,100
29119,-49.016259,100
29139,-50.802012,100
29159,-52.479672,100
29179,-54.011941,100
29199,-55.364729,100
29219,-56.505683,100
29239,-57.431363,100
29259,-58.161525,100
29279,-58.700703,100
29299,-59.054163,100
29319,-59.198620,100
29339,-59.190087,100
29359,-59.268974,100
29379,-59.323354,100
29399,-59.308549,100
29419,-59.223838,100
29439,-59.152027,100
29459,-58.929925,100
29479,-58.371843,100
29499,-57.395548,100
29519,-56.103113,100
29539,-54.575293,100
29559,-52.747265,100
29579,-50.774021,100
29599,-48.825641,100
29619,-46.853548,100
29639,-44.823439,100
29659,-42.748742,100
29679,-40.722059,100
29699,-38.691320,100
29719,-36.695910,100
29739,-34.694772,100
29759,-32.743264,100
29779,-30.796127,100
29799,-28.861995,100
29819,-26.923192,100
29839,-24.974839,100
29859,-23.017949,100
29879,-21.101222,100
29899,-19.174178,100
29919,-17.255332,100
29939,-15.291571,100
29959,-13.346033,100
29979,-11.373610,100
29999,-9.409754,100
30019,-7.420338,100
30039,-5.461713,100
30059,-3.494304,100
30079,-1.552236,100
30099,0.408302,100
30119,2.360370,100
30139,4.321099,100
30159,6.274615,100
30179,8.243854,100
30199,10.216386,100
30219,12.222097,100
30239,14.229422,100
30259,16.211843,100
30279,18.191929,100
30299,20.176495,100
30319,22.146540,100
30339,24.120015,100
30359,26.094266,100
30379,28.057166,100
30399,30.023292,100
30419,32.016150,100
30439,34.010500,100
30459,36.003767,100
30479,37.985651,100
30499,39.970612,100
30519,41.967645,100
30539,43.951117,100
30559,45.921107,100
30579,47.904598,100
30599,49.913439,100
30619,51.927977,100
30639,53.947688,-100
30659,55.953556,-100
30679,57.934828,-100
30699,59.886676,-100
30719,61.818018,-100
30739,63.721743,-100
30759,65.561112,-100
30779,67.358808,-100
30799,69.108439,-100
30819,70.732089,-100
30839,72.171069,-100
30859,73.398060,-100
30879,74.441111,-100
30899,75.316667,-100
30919,75.986810,-100
30939,76.479560,-100
30959,76.820455,-100
30979,76.941536,-100
30999,76.832505,-100
31019,76.813189,-100
31039,76.774469,-100
31059,76.763778,-100
31079,76.757309,-100
31099,76.675978,-100
31119,76.433671,-100
31139,75.987480,-100
31159,74.800278,-100
31179,73.052177,-100
31199,71.074320,-100
31219,69.098677,-100
31239,67.070928,-100
31259,65.042236,-100
31279,62.996385,-100
31299,60.979759,-100
31319,58.944909,-100
31339,56.922041,-100
31359,54.898654,-100
31379,52.901538,-100
31399,50.898181,-100
31419,48.921703,-100
31439,46.892099,-100
31459,44.862815,-100
31479,42.815176,-100
31499,40.804539,-100
31519,38.754819,-100
31539,36.716265,-100
31559,34.693143,-100
31579,32.685781,-100
31599,30.659523,-100
31619,28.664003,-100
31639,26.654669,-100
31659,24.691825,-100
31679,22.717899,-100
31699,20.764001,-100
31719,18.782630,-100
31739,16.830235,-100
31759,14.855723,-100
31779,12.915553,-100
31799,10.962024,-100
31819,8.995284,-100
31839,6.973207,-100
31859,4.911336,-100
31879,2.897469,-100
31899,0.906264,-100
31919,-1.086813,-100
31939,-3.092252,-100
31959,-5.098047,-100
31979,-7.115657,-100
31999,-9.130959,-100
32019,-11.158405,-100
32039,-13.177668,-100
32059,-15.184119,-100
32079,-17.202631,-100
32099,-19.235103,-100
32119,-21.266567,-100
32139,-23.256528,-100
32159,-25.260779,-100
32179,-27.268349,-100
32199,-29.284060,-100
32219,-31.300019,-100
32239,-33.331304,-100
32259,-35.382927,-100
32279,-37.402572,-100
32299,-39.385787,100
